location,bhk,total_sqft,bath,price_lakh,house_type,building_status,city,price_per_sqft
"New Town, Kolkata",10 BHK,6000.0,,2.8,Independent House,,Kolkata,
"New Town, Kolkata",10 BHK,6000.0,,2.5,Independent House,,Kolkata,
"South Dum Dum, Kolkata",7 BHK,1763.0,,1.5,Independent House,,Kolkata,
"Bramhapur, Kolkata",5 BHK,2000.0,,90.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",4 BHK,2000.0,,63.0,Independent House,,Kolkata,
"South Dum Dum, Kolkata",6 BHK,2000.0,,7.0,Independent House,,Kolkata,
"Barisha, Kolkata",3 BHK,1100.0,,75.0,Independent House,,Kolkata,
"Paschim Barisha, Kolkata",5 BHK,3200.0,,75.0,Independent House,,Kolkata,
"Garfa, Kolkata",4 BHK,2500.0,,6.0,Independent House,,Kolkata,
"Garfa, Kolkata",4 BHK,2500.0,,6.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",4 BHK,1440.0,,76.0,Independent House,,Kolkata,
"Ballygunge, Kolkata",10 BHK,7500.0,,10.0,Independent House,,Kolkata,
"Ballygunge, Kolkata",8 BHK,3000.0,,4.8,Independent House,,Kolkata,
"Kalagachhia, Kolkata",4 BHK,1400.0,,82.0,Independent House,,Kolkata,
"Paschim Barisha, Kolkata",4 BHK,2200.0,,1.2,Independent House,,Kolkata,
"Paschim Barisha, Kolkata",5 BHK,3500.0,,1.2,Independent House,,Kolkata,
"Tollygunge, Kolkata",6 BHK,32000.0,,1.3,Independent House,,Kolkata,
"Beliaghata, Kolkata",6 BHK,7000.0,,3.0,Independent House,,Kolkata,
"Ballygunge, Kolkata",10 BHK,10000.0,,8.0,Independent House,,Kolkata,
"Kalighat, Kolkata",8 BHK,2188.0,,2.0,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",3 BHK,1875.0,,75.0,Independent House,,Kolkata,
"Chitpur, Kolkata",5 BHK,1984.0,,1.1,Independent House,,Kolkata,
"Santoshpur, Kolkata",8 BHK,2200.0,,1.9,Independent House,,Kolkata,
"Kalighat, Kolkata",4 BHK,1600.0,,1.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",9 BHK,1450.0,,75.0,Independent House,,Kolkata,
"East Kolkata Township, Kolkata",7 BHK,1600.0,,1.0,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",6 BHK,1800.0,,65.0,Independent House,,Kolkata,
"Paschim Barisha, Kolkata",3 BHK,780.0,,33.0,Independent House,,Kolkata,
"Rajabagan, Kolkata",4 BHK,1400.0,,70.0,Independent House,,Kolkata,
"Kalyan Nagar, Kolkata",6 BHK,1250.0,,65.0,Independent House,,Kolkata,
"Bangaon, Kolkata",2 BHK,900.0,,50.0,Independent House,,Kolkata,
"Champahati, Kolkata",4 BHK,2000.0,,70.0,Independent House,,Kolkata,
"South Dum Dum, Kolkata",7 BHK,1763.0,,1.5,Independent House,,Kolkata,
"Ballygunge, Kolkata",8 BHK,3000.0,,4.8,Independent House,,Kolkata,
"Kalagachhia, Kolkata",4 BHK,1400.0,,82.0,Independent House,,Kolkata,
"Paschim Barisha, Kolkata",4 BHK,2200.0,,1.2,Independent House,,Kolkata,
"Paschim Barisha, Kolkata",5 BHK,3500.0,,1.2,Independent House,,Kolkata,
"Tollygunge, Kolkata",6 BHK,32000.0,,1.3,Independent House,,Kolkata,
"Beliaghata, Kolkata",6 BHK,7000.0,,3.0,Independent House,,Kolkata,
"Ballygunge, Kolkata",10 BHK,10000.0,,8.0,Independent House,,Kolkata,
"Kalighat, Kolkata",8 BHK,2188.0,,2.0,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",3 BHK,1875.0,,75.0,Independent House,,Kolkata,
"Chitpur, Kolkata",5 BHK,1984.0,,1.1,Independent House,,Kolkata,
"Santoshpur, Kolkata",8 BHK,2200.0,,1.9,Independent House,,Kolkata,
"Kalighat, Kolkata",4 BHK,1600.0,,1.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",9 BHK,1450.0,,75.0,Independent House,,Kolkata,
"East Kolkata Township, Kolkata",7 BHK,1600.0,,1.0,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",6 BHK,1800.0,,65.0,Independent House,,Kolkata,
"Paschim Barisha, Kolkata",3 BHK,780.0,,33.0,Independent House,,Kolkata,
"Rajabagan, Kolkata",4 BHK,1400.0,,70.0,Independent House,,Kolkata,
"Kalyan Nagar, Kolkata",6 BHK,1250.0,,65.0,Independent House,,Kolkata,
"Bangaon, Kolkata",2 BHK,900.0,,50.0,Independent House,,Kolkata,
"Champahati, Kolkata",4 BHK,2000.0,,70.0,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",6 BHK,4000.0,,1.06,Independent House,,Kolkata,
"Baghajatin, Kolkata",8 BHK,3500.0,,1.3,Independent House,,Kolkata,
"Garia, Kolkata",10 BHK,4000.0,,1.5,Independent House,,Kolkata,
"Thakurpukur, Kolkata",7 BHK,3000.0,,85.0,Independent House,,Kolkata,
"Rajarhat, Kolkata",7 BHK,3800.0,,2.5,Independent House,,Kolkata,
"Bramhapur, Kolkata",5 BHK,1800.0,,90.0,Independent House,,Kolkata,
"Sarsuna, Kolkata",3 BHK,1200.0,,52.0,Independent House,,Kolkata,
"Garfa, Kolkata",4 BHK,2500.0,,2.7,Independent House,,Kolkata,
"Ward No 113, Kolkata",4 BHK,950.0,,90.0,Independent House,,Kolkata,
"Thakurpukur, Kolkata",10 BHK,4000.0,,1.2,Independent House,,Kolkata,
"Ballygunge, Kolkata",7 BHK,8000.0,,12.8,Independent House,,Kolkata,
"Thakurpukur, Kolkata",4 BHK,2000.0,,80.0,Independent House,,Kolkata,
"Haltu, Kolkata",7 BHK,3000.0,,90.0,Independent House,,Kolkata,
"Baghajatin, Kolkata",4 BHK,1470.0,,95.0,Independent House,,Kolkata,
"Gariahat, Kolkata",10 BHK,9000.0,,6.0,Independent House,,Kolkata,
"Sarsuna, Kolkata",3 BHK,1200.0,,57.0,Independent House,,Kolkata,
"Baghajatin, Kolkata",4 BHK,1470.0,,95.0,Independent House,,Kolkata,
"South Dum Dum, Kolkata",4 BHK,1000.0,,1.5,Independent House,,Kolkata,
"Sinthi, Kolkata",6 BHK,4100.0,,2.3,Independent House,,Kolkata,
"Natagarh, Kolkata",6 BHK,2100.0,,55.0,Independent House,,Kolkata,
"Purba Barisha, Kolkata",6 BHK,3200.0,,75.0,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",6 BHK,4000.0,,1.06,Independent House,,Kolkata,
"Baghajatin, Kolkata",8 BHK,3500.0,,1.3,Independent House,,Kolkata,
"Garia, Kolkata",10 BHK,4000.0,,1.5,Independent House,,Kolkata,
"Thakurpukur, Kolkata",7 BHK,3000.0,,85.0,Independent House,,Kolkata,
"Rajarhat, Kolkata",7 BHK,3800.0,,2.5,Independent House,,Kolkata,
"Bramhapur, Kolkata",5 BHK,1800.0,,90.0,Independent House,,Kolkata,
"Sarsuna, Kolkata",3 BHK,1200.0,,52.0,Independent House,,Kolkata,
"Garfa, Kolkata",4 BHK,2500.0,,2.7,Independent House,,Kolkata,
"Ward No 113, Kolkata",4 BHK,950.0,,90.0,Independent House,,Kolkata,
"Thakurpukur, Kolkata",10 BHK,4000.0,,1.2,Independent House,,Kolkata,
"Ballygunge, Kolkata",7 BHK,8000.0,,12.8,Independent House,,Kolkata,
"Thakurpukur, Kolkata",4 BHK,2000.0,,80.0,Independent House,,Kolkata,
"Haltu, Kolkata",7 BHK,3000.0,,90.0,Independent House,,Kolkata,
"Baghajatin, Kolkata",4 BHK,1470.0,,95.0,Independent House,,Kolkata,
"Gariahat, Kolkata",10 BHK,9000.0,,6.0,Independent House,,Kolkata,
"Sarsuna, Kolkata",3 BHK,1200.0,,57.0,Independent House,,Kolkata,
"Baghajatin, Kolkata",4 BHK,1470.0,,95.0,Independent House,,Kolkata,
"South Dum Dum, Kolkata",4 BHK,1000.0,,1.5,Independent House,,Kolkata,
"Sinthi, Kolkata",6 BHK,4100.0,,2.3,Independent House,,Kolkata,
"Natagarh, Kolkata",6 BHK,2100.0,,55.0,Independent House,,Kolkata,
"Barisha, Kolkata",7 BHK,4200.0,,1.5,Independent House,,Kolkata,
"Kalighat, Kolkata",7 BHK,6485.0,,6.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",5 BHK,2880.0,,55.0,Independent House,,Kolkata,
"Purba Barisha, Kolkata",6 BHK,1600.0,,1.58,Independent House,,Kolkata,
"Ariadaha, Kolkata",6 BHK,1600.0,,65.0,Independent House,,Kolkata,
"South Dum Dum, Kolkata",9 BHK,2160.0,,1.5,Independent House,,Kolkata,
"Behala, Kolkata",6 BHK,2200.0,,70.0,Independent House,,Kolkata,
"Dhakuria, Kolkata",4 BHK,2650.0,,1.8,Independent House,,Kolkata,
"Cossipore, Kolkata",5 BHK,1600.0,,1.4,Independent House,,Kolkata,
"Cossipore, Kolkata",5 BHK,1600.0,,1.4,Independent House,,Kolkata,
"Machuabazar, Kolkata",4 BHK,950.0,,1.2,Independent House,,Kolkata,
"Purba Barisha, Kolkata",4 BHK,1100.0,,45.0,Independent House,,Kolkata,
"Paschim Putiary, Kolkata",3 BHK,1500.0,,58.0,Independent House,,Kolkata,
"Kalighat, Kolkata",10 BHK,3600.0,,11.0,Independent House,,Kolkata,
"New Barrakpur, Kolkata",2 BHK,2160.0,,55.0,Independent House,,Kolkata,
"Habra, Kolkata",7 BHK,1917.0,,60.0,Independent House,,Kolkata,
"Barasat, Kolkata",4 BHK,1000.0,,38.0,Independent House,,Kolkata,
"Sewli Telinipara, Kolkata",2 BHK,1150.0,,4.1,Independent House,,Kolkata,
"Topsia, Kolkata",2 BHK,280.0,,7.5,Independent House,,Kolkata,
"Baguiati, Kolkata",3 BHK,850.0,,80.0,Independent House,,Kolkata,
"Purba Barisha, Kolkata",6 BHK,3200.0,,75.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",9 BHK,1450.0,,75.0,Independent House,,Kolkata,
"Haltu, Kolkata",7 BHK,3000.0,,90.0,Independent House,,Kolkata,
"Barisha, Kolkata",7 BHK,4200.0,,1.5,Independent House,,Kolkata,
"Kalighat, Kolkata",7 BHK,6485.0,,6.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",5 BHK,2880.0,,55.0,Independent House,,Kolkata,
"Purba Barisha, Kolkata",6 BHK,1600.0,,1.58,Independent House,,Kolkata,
"Ariadaha, Kolkata",6 BHK,1600.0,,65.0,Independent House,,Kolkata,
"South Dum Dum, Kolkata",9 BHK,2160.0,,1.5,Independent House,,Kolkata,
"Behala, Kolkata",6 BHK,2200.0,,70.0,Independent House,,Kolkata,
"Dhakuria, Kolkata",4 BHK,2650.0,,1.8,Independent House,,Kolkata,
"Cossipore, Kolkata",5 BHK,1600.0,,1.4,Independent House,,Kolkata,
"Cossipore, Kolkata",5 BHK,1600.0,,1.4,Independent House,,Kolkata,
"Machuabazar, Kolkata",4 BHK,950.0,,1.2,Independent House,,Kolkata,
"Purba Barisha, Kolkata",4 BHK,1100.0,,45.0,Independent House,,Kolkata,
"Paschim Putiary, Kolkata",3 BHK,1500.0,,58.0,Independent House,,Kolkata,
"Kalighat, Kolkata",10 BHK,3600.0,,11.0,Independent House,,Kolkata,
"New Barrakpur, Kolkata",2 BHK,2160.0,,55.0,Independent House,,Kolkata,
"Habra, Kolkata",7 BHK,1917.0,,60.0,Independent House,,Kolkata,
"Barasat, Kolkata",4 BHK,1000.0,,38.0,Independent House,,Kolkata,
"Sewli Telinipara, Kolkata",2 BHK,1150.0,,4.1,Independent House,,Kolkata,
"Topsia, Kolkata",2 BHK,280.0,,7.5,Independent House,,Kolkata,
"Baguiati, Kolkata",3 BHK,850.0,,80.0,Independent House,,Kolkata,
"Purba Barisha, Kolkata",4 BHK,1100.0,,1.0,Independent House,,Kolkata,
"Kashipur, Kolkata",9 BHK,3300.0,,1.35,Independent House,,Kolkata,
"Alipore, Kolkata",7 BHK,3300.0,,2.8,Independent House,,Kolkata,
"Kashipur, Kolkata",8 BHK,2100.0,,1.35,Independent House,,Kolkata,
"Khidirpur, Kolkata",4 BHK,1440.0,,1.0,Independent House,,Kolkata,
"Shobhabazar, Kolkata",8 BHK,2900.0,,2.4,Independent House,,Kolkata,
"Baguiati, Kolkata",7 BHK,2300.0,,75.0,Independent House,,Kolkata,
"Machuabazar, Kolkata",10 BHK,2160.0,,2.25,Independent House,,Kolkata,
"Sarsuna, Kolkata",4 BHK,1400.0,,37.0,Independent House,,Kolkata,
"Behala, Kolkata",3 BHK,2200.0,,60.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",3 BHK,8200.0,,90.0,Independent House,,Kolkata,
"Sarsuna, Kolkata",2 BHK,750.0,,26.0,Independent House,,Kolkata,
"Baguiati, Kolkata",5 BHK,2000.0,,75.0,Independent House,,Kolkata,
"Pailan, Kolkata",8 BHK,2700.0,,75.0,Independent House,,Kolkata,
"Bansdroni, Kolkata",4 BHK,1500.0,,85.0,Independent House,,Kolkata,
"New Alipore, Kolkata",4 BHK,3000.0,,6.5,Independent House,,Kolkata,
"Bhowanipore, Kolkata",10 BHK,3000.0,,4.0,Independent House,,Kolkata,
"Taltala, Kolkata",4 BHK,3000.0,,10.0,Independent House,,Kolkata,
"Behala, Kolkata",4 BHK,680.0,,18.0,Independent House,,Kolkata,
"Rajarhat, Kolkata",2 BHK,900.0,,27.7,Independent House,,Kolkata,
"Maheshtala, Kolkata",9 BHK,1450.0,,75.0,Independent House,,Kolkata,
"East Kolkata Township, Kolkata",7 BHK,1600.0,,1.0,Independent House,,Kolkata,
"Purba Barisha, Kolkata",4 BHK,1100.0,,1.0,Independent House,,Kolkata,
"Kashipur, Kolkata",9 BHK,3300.0,,1.35,Independent House,,Kolkata,
"Kashipur, Kolkata",8 BHK,2100.0,,1.35,Independent House,,Kolkata,
"Shobhabazar, Kolkata",8 BHK,2900.0,,2.4,Independent House,,Kolkata,
"Baguiati, Kolkata",7 BHK,2300.0,,75.0,Independent House,,Kolkata,
"Machuabazar, Kolkata",10 BHK,2160.0,,2.25,Independent House,,Kolkata,
"Sarsuna, Kolkata",4 BHK,1400.0,,37.0,Independent House,,Kolkata,
"Behala, Kolkata",3 BHK,2200.0,,60.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",3 BHK,8200.0,,90.0,Independent House,,Kolkata,
"Sarsuna, Kolkata",2 BHK,750.0,,26.0,Independent House,,Kolkata,
"Baguiati, Kolkata",5 BHK,2000.0,,75.0,Independent House,,Kolkata,
"Pailan, Kolkata",8 BHK,2700.0,,75.0,Independent House,,Kolkata,
"Bansdroni, Kolkata",4 BHK,1500.0,,85.0,Independent House,,Kolkata,
"New Alipore, Kolkata",4 BHK,3000.0,,6.5,Independent House,,Kolkata,
"Bhowanipore, Kolkata",10 BHK,3000.0,,4.0,Independent House,,Kolkata,
"Taltala, Kolkata",4 BHK,3000.0,,10.0,Independent House,,Kolkata,
"Behala, Kolkata",4 BHK,680.0,,18.0,Independent House,,Kolkata,
"Rajarhat, Kolkata",2 BHK,900.0,,27.7,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",3 BHK,7967.0,,1.25,Independent House,,Kolkata,
"Agarpara, Kolkata",4 BHK,1500.0,,80.0,Independent House,,Kolkata,
"Agarpara, Kolkata",4 BHK,1200.0,,48.0,Independent House,,Kolkata,
"Shyambazar, Kolkata",4 BHK,800.0,,80.0,Independent House,,Kolkata,
"Thakurpukur, Kolkata",4 BHK,1450.0,,45.0,Independent House,,Kolkata,
"Jadavpur, Kolkata",4 BHK,1000.0,,1.0,Independent House,,Kolkata,
"Kasba, Kolkata",10 BHK,5000.0,,3.0,Independent House,,Kolkata,
"New Alipore, Kolkata",8 BHK,2500.0,,3.0,Independent House,,Kolkata,
"New Alipore, Kolkata",8 BHK,3000.0,,3.0,Independent House,,Kolkata,
"Habra, Kolkata",2 BHK,2880.0,,2.0,Independent House,,Kolkata,
"Behala, Kolkata",4 BHK,1500.0,,88.0,Independent House,,Kolkata,
"Behala, Kolkata",4 BHK,990.0,,57.0,Independent House,,Kolkata,
"Madhyamgram, Kolkata",6 BHK,2500.0,,90.0,Independent House,,Kolkata,
"Nayabad, Kolkata",2 BHK,1300.0,,12.5,Independent House,,Kolkata,
"Sarsuna, Kolkata",4 BHK,3500.0,,80.0,Independent House,,Kolkata,
"Jadavpur, Kolkata",4 BHK,1500.0,,1.0,Independent House,,Kolkata,
"South Dum Dum, Kolkata",6 BHK,4000.0,,1.6,Independent House,,Kolkata,
"Dum Dum, Kolkata",6 BHK,4000.0,,1.6,Independent House,,Kolkata,
"South Dum Dum, Kolkata",8 BHK,1400.0,,1.5,Independent House,,Kolkata,
"Bhatpara, Kolkata",4 BHK,1440.0,,65.0,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",3 BHK,7967.0,,1.25,Independent House,,Kolkata,
"Agarpara, Kolkata",4 BHK,1500.0,,80.0,Independent House,,Kolkata,
"Agarpara, Kolkata",4 BHK,1200.0,,48.0,Independent House,,Kolkata,
"Shyambazar, Kolkata",4 BHK,800.0,,80.0,Independent House,,Kolkata,
"Thakurpukur, Kolkata",4 BHK,1450.0,,45.0,Independent House,,Kolkata,
"Jadavpur, Kolkata",4 BHK,1000.0,,1.0,Independent House,,Kolkata,
"Kasba, Kolkata",10 BHK,5000.0,,3.0,Independent House,,Kolkata,
"New Alipore, Kolkata",8 BHK,2500.0,,3.0,Independent House,,Kolkata,
"New Alipore, Kolkata",8 BHK,3000.0,,3.0,Independent House,,Kolkata,
"Habra, Kolkata",2 BHK,2880.0,,2.0,Independent House,,Kolkata,
"Behala, Kolkata",4 BHK,1500.0,,88.0,Independent House,,Kolkata,
"Behala, Kolkata",4 BHK,990.0,,57.0,Independent House,,Kolkata,
"Madhyamgram, Kolkata",6 BHK,2500.0,,90.0,Independent House,,Kolkata,
"Nayabad, Kolkata",2 BHK,1300.0,,12.5,Independent House,,Kolkata,
"Sarsuna, Kolkata",4 BHK,3500.0,,80.0,Independent House,,Kolkata,
"Jadavpur, Kolkata",4 BHK,1500.0,,1.0,Independent House,,Kolkata,
"South Dum Dum, Kolkata",6 BHK,4000.0,,1.6,Independent House,,Kolkata,
"Dum Dum, Kolkata",6 BHK,4000.0,,1.6,Independent House,,Kolkata,
"South Dum Dum, Kolkata",8 BHK,1400.0,,1.5,Independent House,,Kolkata,
"Bhatpara, Kolkata",4 BHK,1440.0,,65.0,Independent House,,Kolkata,
"East Kolkata Township, Kolkata",6 BHK,2835.0,,80.0,Independent House,,Kolkata,
"Bhowanipore, Kolkata",6 BHK,2160.0,,2.9,Independent House,,Kolkata,
"Maheshtala, Kolkata",4 BHK,1500.0,,55.0,Independent House,,Kolkata,
"Ballygunge, Kolkata",10 BHK,6000.0,,6.5,Independent House,,Kolkata,
"Joka, Kolkata",5 BHK,2100.0,,45.0,Independent House,,Kolkata,
"South Dum Dum, Kolkata",6 BHK,2400.0,,1.5,Independent House,,Kolkata,
"Ashokgarh, Kolkata",4 BHK,750.0,,52.0,Independent House,,Kolkata,
"Nimta, Kolkata",3 BHK,1200.0,,36.0,Independent House,,Kolkata,
"Duttapukur, Kolkata",3 BHK,4480.0,,35.0,Independent House,,Kolkata,
"Barrackpore, Kolkata",3 BHK,1500.0,,15.0,Independent House,,Kolkata,
"Behala, Kolkata",2 BHK,800.0,,50.0,Independent House,,Kolkata,
"Kasba, Kolkata",4 BHK,1800.0,,1.0,Independent House,,Kolkata,
"Bagnan, Kolkata",2 BHK,600.0,,15.0,Independent House,,Kolkata,
"Garia, Kolkata",1 BHK,1100.0,,50.0,Independent House,,Kolkata,
"Ariadaha, Kolkata",3 BHK,900.0,,50.0,Independent House,,Kolkata,
"Park Street Area, Kolkata",9 BHK,6800.0,,11.0,Independent House,,Kolkata,
"Sodepur, Kolkata",6 BHK,2200.0,,48.0,Independent House,,Kolkata,
"Sarsuna, Kolkata",5 BHK,980.0,,70.0,Independent House,,Kolkata,
"Behala, Kolkata",5 BHK,3200.0,,1.2,Independent House,,Kolkata,
"Sarsuna, Kolkata",5 BHK,1110.0,,70.0,Independent House,,Kolkata,
"New Alipore, Kolkata",8 BHK,2500.0,,3.0,Independent House,,Kolkata,
"East Kolkata Township, Kolkata",6 BHK,2835.0,,80.0,Independent House,,Kolkata,
"Bhowanipore, Kolkata",6 BHK,2160.0,,2.9,Independent House,,Kolkata,
"Maheshtala, Kolkata",4 BHK,1500.0,,55.0,Independent House,,Kolkata,
"Ballygunge, Kolkata",10 BHK,6000.0,,6.5,Independent House,,Kolkata,
"Joka, Kolkata",5 BHK,2100.0,,45.0,Independent House,,Kolkata,
"South Dum Dum, Kolkata",6 BHK,2400.0,,1.5,Independent House,,Kolkata,
"Ashokgarh, Kolkata",4 BHK,750.0,,52.0,Independent House,,Kolkata,
"Nimta, Kolkata",3 BHK,1200.0,,36.0,Independent House,,Kolkata,
"Duttapukur, Kolkata",3 BHK,4480.0,,35.0,Independent House,,Kolkata,
"Barrackpore, Kolkata",3 BHK,1500.0,,15.0,Independent House,,Kolkata,
"Behala, Kolkata",2 BHK,800.0,,50.0,Independent House,,Kolkata,
"Kasba, Kolkata",4 BHK,1800.0,,1.0,Independent House,,Kolkata,
"Bagnan, Kolkata",2 BHK,600.0,,15.0,Independent House,,Kolkata,
"Garia, Kolkata",1 BHK,1100.0,,50.0,Independent House,,Kolkata,
"Ariadaha, Kolkata",3 BHK,900.0,,50.0,Independent House,,Kolkata,
"Park Street Area, Kolkata",9 BHK,6800.0,,11.0,Independent House,,Kolkata,
"Sodepur, Kolkata",6 BHK,2200.0,,48.0,Independent House,,Kolkata,
"Sarsuna, Kolkata",5 BHK,980.0,,70.0,Independent House,,Kolkata,
"Behala, Kolkata",5 BHK,3200.0,,1.2,Independent House,,Kolkata,
"Sarsuna, Kolkata",5 BHK,1110.0,,70.0,Independent House,,Kolkata,
"Kalyani, Kolkata",4 BHK,3500.0,,1.5,Independent House,,Kolkata,
Kolkata,3 BHK,750.0,,60.0,Independent House,,Kolkata,
"Budge Budge, Kolkata",6 BHK,2500.0,,90.0,Independent House,,Kolkata,
"Mukundapur, Kolkata",3 BHK,4215.0,,50.0,Independent House,,Kolkata,
"Sarsuna, Kolkata",9 BHK,4500.0,,3.0,Independent House,,Kolkata,
"Barasat, Kolkata",4 BHK,4005.0,,1.54,Independent House,,Kolkata,
"Haltu, Kolkata",10 BHK,3500.0,,3.5,Independent House,,Kolkata,
"Bhatpara, Kolkata",3 BHK,1350.0,,35.0,Independent House,,Kolkata,
"Dum Dum Cantonment, Kolkata",6 BHK,1600.0,,1.0,Independent House,,Kolkata,
"Park Street Area, Kolkata",3 BHK,1800.0,,1.3,Independent House,,Kolkata,
"Khardah, Kolkata",6 BHK,2500.0,,1.2,Independent House,,Kolkata,
"Dum Dum Cantonment, Kolkata",6 BHK,1600.0,,1.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",5 BHK,2000.0,,85.0,Independent House,,Kolkata,
"Birati, Kolkata",3 BHK,1600.0,,1.5,Independent House,,Kolkata,
"Shobhabazar, Kolkata",7 BHK,2500.0,,5.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",2 BHK,1500.0,,27.5,Independent House,,Kolkata,
"Ganguly Bagan, Kolkata",6 BHK,4000.0,,1.3,Independent House,,Kolkata,
"Sodepur, Kolkata",2 BHK,350.0,,8.7,Independent House,,Kolkata,
"Panihati, Kolkata",3 BHK,850.0,,18.0,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",4 BHK,2160.0,,1.0,Independent House,,Kolkata,
"South Dum Dum, Kolkata",6 BHK,2400.0,,1.5,Independent House,,Kolkata,
"Sarsuna, Kolkata",5 BHK,980.0,,70.0,Independent House,,Kolkata,
"Kalyani, Kolkata",4 BHK,3500.0,,1.5,Independent House,,Kolkata,
Kolkata,3 BHK,750.0,,60.0,Independent House,,Kolkata,
"Budge Budge, Kolkata",6 BHK,2500.0,,90.0,Independent House,,Kolkata,
"Mukundapur, Kolkata",3 BHK,4215.0,,50.0,Independent House,,Kolkata,
"Sarsuna, Kolkata",9 BHK,4500.0,,3.0,Independent House,,Kolkata,
"Barasat, Kolkata",4 BHK,4005.0,,1.54,Independent House,,Kolkata,
"Haltu, Kolkata",10 BHK,3500.0,,3.5,Independent House,,Kolkata,
"Bhatpara, Kolkata",3 BHK,1350.0,,35.0,Independent House,,Kolkata,
"Dum Dum Cantonment, Kolkata",6 BHK,1600.0,,1.0,Independent House,,Kolkata,
"Park Street Area, Kolkata",3 BHK,1800.0,,1.3,Independent House,,Kolkata,
"Khardah, Kolkata",6 BHK,2500.0,,1.2,Independent House,,Kolkata,
"Dum Dum Cantonment, Kolkata",6 BHK,1600.0,,1.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",5 BHK,2000.0,,85.0,Independent House,,Kolkata,
"Birati, Kolkata",3 BHK,1600.0,,1.5,Independent House,,Kolkata,
"Shobhabazar, Kolkata",7 BHK,2500.0,,5.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",2 BHK,1500.0,,27.5,Independent House,,Kolkata,
"Ganguly Bagan, Kolkata",6 BHK,4000.0,,1.3,Independent House,,Kolkata,
"Sodepur, Kolkata",2 BHK,350.0,,8.7,Independent House,,Kolkata,
"Panihati, Kolkata",3 BHK,850.0,,18.0,Independent House,,Kolkata,
"Rajpur Sonarpur, Kolkata",4 BHK,2160.0,,1.0,Independent House,,Kolkata,
"Garia, Kolkata",7 BHK,5500.0,,1.25,Independent House,,Kolkata,
"Narendrapur, Kolkata",3 BHK,1440.0,,40.0,Independent House,,Kolkata,
"Chowbaga, Kolkata",2 BHK,1000.0,,47.0,Independent House,,Kolkata,
"Belghoria, Kolkata",2 BHK,1300.0,,80.0,Independent House,,Kolkata,
"South Dum Dum, Kolkata",10 BHK,9700.0,,10.5,Independent House,,Kolkata,
"Baguiati, Kolkata",8 BHK,1200.0,,1.1,Independent House,,Kolkata,
"Behala, Kolkata",4 BHK,1300.0,,32.0,Independent House,,Kolkata,
"Khardah, Kolkata",2 BHK,3000.0,,75.0,Independent House,,Kolkata,
"Paschim Putiary, Kolkata",3 BHK,1800.0,,2.0,Independent House,,Kolkata,
"East Kolkata Township, Kolkata",8 BHK,5000.0,,2.5,Independent House,,Kolkata,
"Belghoria, Kolkata",2 BHK,1200.0,,80.0,Independent House,,Kolkata,
"Saha Para, Kolkata",9 BHK,3500.0,,1.7,Independent House,,Kolkata,
"Paschim Putiary, Kolkata",7 BHK,2800.0,,2.5,Independent House,,Kolkata,
"Nimta, Kolkata",4 BHK,2879.0,,1.5,Independent House,,Kolkata,
"Baghbazar, Kolkata",3 BHK,1800.0,,1.0,Independent House,,Kolkata,
"Maheshtala, Kolkata",3 BHK,1500.0,,55.0,Independent House,,Kolkata,
"Bamangachhi, Kolkata",2 BHK,1500.0,,23.0,Independent House,,Kolkata,
"Ichapur, Kolkata",6 BHK,1600.0,,65.0,Independent House,,Kolkata,
"Tollygunge, Kolkata",2 BHK,1000.0,,1.25,Independent House,,Kolkata,
"Thakuranir Chak, Kolkata",6 BHK,2160.0,,70.0,Independent House,,Kolkata,
"Garia, Kolkata",7 BHK,5500.0,,1.25,Independent House,,Kolkata,
"Narendrapur, Kolkata",3 BHK,1440.0,,40.0,Independent House,,Kolkata,
"Chowbaga, Kolkata",2 BHK,1000.0,,47.0,Independent House,,Kolkata,
"Belghoria, Kolkata",2 BHK,1300.0,,80.0,Independent House,,Kolkata,
"South Dum Dum, Kolkata",10 BHK,9700.0,,10.5,Independent House,,Kolkata,
"Baguiati, Kolkata",8 BHK,1200.0,,1.1,Independent House,,Kolkata,
"Behala, Kolkata",4 BHK,1300.0,,32.0,Independent House,,Kolkata,
